participant,item,feature,explain,purpose,cause,condition,sex,race,age
198,bat,"flys at night, hangs upside down","it's a mammal that flys, is hairy, is optimized to hunt",1,0,bio,female,white / european-american,52
199,dog,"social bonding with humans,  canine communication","dogs form strong emotional attachments and respond to human cues.
barking, tail wagging, body language—dogs use rich signals to interact.",0,0,bio,male,latino / hispanic,30
199,osprey,"a. reversible outer toe

b. 	feet-first plunge diving","reversible outer toe: helps grip slippery prey
feet-first plunge diving: unique among raptors
",1,0,bio,male,latino / hispanic,30
199,coyote,omnivorous diet and  distinct vocalizations,"eats rodents, fruit, insects, carrion, and even trash 

yips, howls, and barks used for communication and territory marking",0,0,bio,male,latino / hispanic,30
199,turkey,fan-shaped tail  and  wattle and snood,used in mating displays and territorial signaling  and  fleshy facial features that change color with emotion or arousal,0,0,bio,male,latino / hispanic,30
200,dog,their nose and ears,to have a good sense of smell and hearing,1,0,bio,male,asian / asian-american,34
200,fly,their eyes,to see clearly and wide,1,0,bio,male,asian / asian-american,34
200,shark,it’s fin,for speed,1,0,bio,male,asian / asian-american,34
200,turkey,it’s feathers,for warmth,1,0,bio,male,asian / asian-american,34
201,snail,shell,protection from predators,1,0,bio,female,white / european-american,32
201,coyote,"long legs, big ears, long snout",adapting to be a good hunter and have sharp senses.,1,0,bio,female,white / european-american,32
201,bat,"wings, sonar ability, big ears",able to fly and use sonar to hunt and get around,1,0,bio,female,white / european-american,32
201,turkey,"larger body, big feather tail, turkey neck",evolution and adapting to their environment,1,0,bio,female,white / european-american,32
202,dog,"four legs, a pointed snout, floppy ears and tail.",a way for the dog to get around and close to what they would have be like as a wolf.,1,0,bio,female,white / european-american,37
202,fly,"wings, its eyes and small body.",wings help fly and small body allows for easier take off.,1,0,bio,female,white / european-american,37
202,osprey,"the long body, sharp claws and pointed beak.",it probably has those features as to make it easier to fly and retrieve prey.,1,0,bio,female,white / european-american,37
202,turkey,"large tail, pointed feet, and red head.","makes the turkey able to fly short distance, can get around a forest better.",1,0,bio,female,white / european-american,37
203,dog,bark,uses barking to get your attention,1,0,bio,female,black / african american,42
203,fly,the wings,the wings so it can fly around,1,0,bio,female,black / african american,42
203,osprey,wings,wings to fly with,1,0,bio,female,black / african american,42
203,shark,the teeth,has the sharp teeth to get food,1,0,bio,female,black / african american,42
204,fly,the wings,a fly has to hover in different places in search of food or places to infest hence the hairy like legs and the wings for flying.,1,0,bio,female,white / european-american,26
204,snail,the shell,the shell is mainly for protection and also it legs which is slowlys down its movement.,1,0,bio,female,white / european-american,26
204,shark,the sharp teeth,"the sharp teeth are for crashing its prey, for underwater survival.",1,0,bio,female,white / european-american,26
204,bat,the wings attached to the forelimbs,their strong wings makes them good predators as they fly at a relatively high speed.,1,0,bio,female,white / european-american,26
205,fly,the fly has huge eyes that are broken into small parts each making up a fraction of its vision. the fly responds instantaneously and thus is defensive in nature.,the fly is busy feeding off of detritus and must move fast to both survive and interfere with other living things that are annoyed by it. the winds react instantaneously to the eyes.,1,0,bio,female,white / european-american,73
205,snail,"the shell is the most important feature because it houses the snail's body. the snail uses its antennas to 'see', move through the world and gain the information it needs.","since the snail has a shell which protects it, houses it, gives it a place no matter where it ends up in its life, the snail is free to go where it wants. the only problem is that the snail's pace is very, very slow. therefore, it doesn't go very far and likes to stay in moist soil, most compatible to its being.",1,0,bio,female,white / european-american,73
205,coyote,"the coyote has fierce teeth for tearing at flesh, and long legs for running after prey.","the coyote will feed on smaller animals and must hunt regularly. it is fast, muscular, and an efficient killer.",0,0,bio,female,white / european-american,73
205,turkey,the turkey's meaty body and broad tail make it a distinctive bird. it likely dominates the smaller birds in the coop. it's life is prolonged by the fact that the size of the bird makes it preferable that it live a long life and eat heartily.,turkeys aren't killed as quickly as chickens due to their large size. they aren't bred for eggs and they are allowed to grow into their maximum potential.,0,0,bio,female,white / european-american,73
206,fly,it's wings.,its evolution.,0,0,bio,female,white / european-american,60
206,snail,"their mode of transportation, their sluglike bodies.",the need for locomotion.,1,0,bio,female,white / european-american,60
206,osprey,its powerful wings and talons.,in order to catch its prey and sustain its life and its offsprings lives.,1,0,bio,female,white / european-american,60
206,turkey,"its pea brain. i understand turkeys are so dumb they will drown in the rain, should they look up to see where the water is coming from.","their place in the pecking order (pun intended.) to be food to others, like our thanksgiving dinner.",1,0,bio,female,white / european-american,60
207,fly,the sound it makes,it makes it distinct from other creatures,0,0,bio,female,white / european-american,64
207,snail,its shell,the shell protects its soft body,1,0,bio,female,white / european-american,64
207,bat,how the wings look,the fact that it is always in the dark,0,0,bio,female,white / european-american,64
207,turkey,the neck,it makes it distinct from other birds,0,0,bio,female,white / european-american,64
